freq,indic_ur,cities\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE2002V,SK007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	200 	: 	: 	: 	: 	437 	: 	980 	: 	: 	: 	1166 	1243 	1318 	1365 	1483 	1602 	1707 	1787 	1819 	876 	: 
A,DE2002V,SK008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	406 	: 	: 	: 	: 	629 	: 	1029 	: 	: 	: 	827 	876 	914 	960 	1001 	1041 	1077 	1106 	1144 	519 	: 
A,DE2002V,TR001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR019F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR020F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR021F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR022F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR023F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR024F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,TR026F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK	: 	781000 	818000 	: 	812000 	: 	818000 	805000 	877729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1076750 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87075 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33575 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30620 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28510 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36010 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91820 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17600 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17880 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33555 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16900 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31555 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20355 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20210 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7605 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6830 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK022F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11560 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK024F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29105 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15495 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK026F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7475 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK028F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26245 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK042F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3530 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK048F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4245 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK068F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20525 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK070F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5740 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK071F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11705 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK073F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19685 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK092F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18760 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK104F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16675 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK105F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5780 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK108F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5850 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK109F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4090 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK110F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4900 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK113F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8155 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK117F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9655 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK119F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9955 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK120F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9090 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2002V,UK121F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6965 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,AT	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	7 	: 	: 	: 	7 	: 	: 	: 	: 	6 	6 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,BE	: 	3 	4 	4 	4 	4 	4 	3 	3 	3 	3 	3 	3 	: 	3 	: 	: 	: 	3 	: 	3 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	5 	5 
A,DE2003I,BE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	7 	7 	: 	7 	7 	7 	7 	7 	7 	7 	7 	7 
A,DE2003I,BE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	6 	6 	6 	6 	6 	6 	6 	6 	6 	7 	7 
A,DE2003I,BE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 	3 	: 	3 	3 	3 	4 	4 	4 b	4 b	4 	4 
A,DE2003I,BE004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 	3 	3 	3 	3 	3 	3 	4 	4 	4 	4 	4 
A,DE2003I,BE005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	4 	4 	4 	4 	4 	4 	5 	5 	5 	5 	5 	5 
A,DE2003I,BE006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 
A,DE2003I,BE007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	3 	3 	3 	3 	3 	3 	3 	3 	3 	3 	4 
A,DE2003I,BE009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 	3 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 
A,DE2003I,BE010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	3 	3 	3 	3 	3 	3 	3 	3 	3 	4 	4 
A,DE2003I,BE011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	3 	3 	3 	4 	4 	4 	5 	5 	5 	5 	5 
A,DE2003I,BE012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	5 
A,DE2003I,BE013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	4 
A,DE2003I,BE014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 
A,DE2003I,BE015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 
A,DE2003I,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: e	0 	0 e	0 e	: 	1 	1 	1 	1 	: 	: 	: 	: 
A,DE2003I,BG001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	1 e	1 e	1 e	: 	1 	1 	1 	1 	2 	2 	2 	2 
A,DE2003I,BG002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	: 	1 	1 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	1 e	1 e	: 	1 	1 	2 	2 	2 	2 	3 	3 
A,DE2003I,BG004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	1 e	1 e	: 	1 	1 	1 	2 	2 	2 	2 	3 
A,DE2003I,BG005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	0 	: e	0 e	0 e	2 e	: 	1 	1 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	1 	1 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	0 	0 	0 	0 	0 	0 	1 	1 
A,DE2003I,BG008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: e	0 e	0 e	0 e	: 	1 	1 	1 	1 	1 	1 	1 	2 
A,DE2003I,BG009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	0 	0 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	1 	1 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	1 e	1 e	: 	1 	1 	1 	2 	2 	2 	3 	3 
A,DE2003I,BG013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	0 	0 	0 	1 	1 	1 	1 	1 
A,DE2003I,BG014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	0 	0 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	1 	1 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	1 e	1 e	: 	1 	1 	1 	1 	2 	2 	2 	2 
A,DE2003I,BG017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	0 	1 	1 	1 	1 	1 	1 	1 
A,DE2003I,BG018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: e	0 e	0 e	0 e	: 	0 	0 	0 	0 	0 	0 	1 	1 
A,DE2003I,CH	6 	: 	: 	: 	: 	: 	7 	: 	: 	: 	9 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	8 b	8 	8 	8 	8 	8 	: 	: 	: 	: 	: 	: 
A,DE2003I,CH001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	6 	6 	6 	6 	6 	6 	6 	7 	7 	7 	7 	7 
A,DE2003I,CH002F	7 	: 	: 	: 	: 	: 	9 	: 	: 	: 	11 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	10 	10 
A,DE2003I,CH003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	13 	13 	13 	13 	13 	13 	13 	13 	13 	13 	15 	15 
A,DE2003I,CH003T	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	12 b	12 b	: 	: 	12 	12 	12 	12 b	12 	: 	: 
A,DE2003I,CH004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	11 	11 
A,DE2003I,CH004T	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CH005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	10 	10 	10 	10 	10 	10 	10 	10 	10 	10 	11 	11 
A,DE2003I,CH006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	8 	8 	8 	8 	8 	8 	8 	8 	9 	9 
A,DE2003I,CH008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	6 	5 	5 	5 	5 	5 	5 	5 	5 	5 
A,DE2003I,CH009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	10 	10 	9 	9 	10 	10 	10 	10 	10 	10 	10 
A,DE2003I,CH010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 b	11 b	11 	11 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	5 	: 	5 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CY001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	6 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CY003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	2 	: 	: 	3 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CZ001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	4 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CZ002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	2 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CZ003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	1 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CZ004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	2 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2003I,CZ005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	2 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
