freq,indic_ur,cities\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE2011V,FR007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38289 	39611 b	41346 	43287 	44767 	46745 	50050 	52054 	54062 	57500 	59462 	63377 	: 	: 
A,DE2011V,FR008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	126431 	96030 b	96168 	96525 	96643 	97352 	97238 	98528 	98695 	100529 	103904 	105733 	: 	: 
A,DE2011V,FR009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72459 	74646 b	75546 	77378 	79705 	81002 	84469 	86745 	88344 	90929 	92700 	96358 	: 	: 
A,DE2011V,FR010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35161 	36191 b	37574 	38916 	40322 	41677 	43287 	44223 	45335 	47410 	47968 	49769 	: 	: 
A,DE2011V,FR011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80641 	85549 b	87321 	88696 	89371 	90251 	91914 	93097 	94633 	96777 	100283 	102502 	: 	: 
A,DE2011V,FR012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60827 	62991 b	63662 	64707 	65036 	65484 	66997 	67438 	69397 	69258 	70769 	72722 	: 	: 
A,DE2011V,FR013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24409 	26091 b	27171 	28029 	28810 	29885 	31514 	32368 	32908 	34029 	34796 	35109 	: 	: 
A,DE2011V,FR014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49837 b	49736 	50520 	51344 	51063 	51228 	51799 	52713 	52537 	55467 	55821 	: 	: 
A,DE2011V,FR015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70973 	69045 b	67173 	67173 	66001 	66729 	67294 	67540 	67752 	68058 	69545 	69690 	: 	: 
A,DE2011V,FR016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26865 	28031 b	29172 	30319 	31654 	33631 	36396 	37967 	40292 	41553 	43103 	44630 	: 	: 
A,DE2011V,FR017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17121 	17698 b	18246 	18707 	19076 	20056 	21447 	22086 	23070 	23706 	23789 	24190 	: 	: 
A,DE2011V,FR018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32920 	33847 b	34503 	34983 	35424 	36203 	37784 	38915 	40939 	41799 	42025 	43351 	: 	: 
A,DE2011V,FR019F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27323 	28480 b	29067 	30018 	29884 	30445 	32125 	33443 	34116 	35459 	35567 	36615 	: 	: 
A,DE2011V,FR020F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23838 	23216 b	24331 	25211 	26049 	26547 	28410 	28809 	29343 	30323 	30666 	32041 	: 	: 
A,DE2011V,FR021F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24122 	24211 b	24685 	25143 	25826 	26245 	27173 	28226 	29742 	31144 	31833 	33466 	: 	: 
A,DE2011V,FR022F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14635 	15894 b	16135 	16468 	16514 	17230 	17725 	18046 	18888 	19629 	19694 	20194 	: 	: 
A,DE2011V,FR023F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38679 	36340 b	37158 	37940 	39341 	39664 	41281 	41953 	43150 	43551 	43847 	45663 	: 	: 
A,DE2011V,FR024F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17014 	17635 b	18666 	19463 	20336 	21055 	21953 	22481 	23563 	24087 	24782 	24953 	: 	: 
A,DE2011V,FR025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40016 	38281 b	38977 	39804 	40539 	40375 	44027 	44031 	45193 	45712 	45792 	45262 	: 	: 
A,DE2011V,FR026F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6506 	8260 b	8299 	8263 	8445 	8778 	8901 	9096 	9534 	9402 	9371 	9569 	: 	: 
A,DE2011V,FR027F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23287 	22518 b	23036 	23420 	23825 	24534 	26509 	27485 	28310 	30136 	30428 	32096 	: 	: 
A,DE2011V,FR028F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38536 	38970 b	39350 	40019 	41043 	40759 	40742 	40686 	40759 	40510 	40918 	41297 	: 	: 
A,DE2011V,FR029F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13793 	14492 b	15151 	15261 	15896 	16465 	17191 	17766 	18576 	19747 	20075 	20772 	: 	: 
A,DE2011V,FR030F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13725 	17031 b	16828 	16838 	17104 	17798 	18464 	19049 	19508 	20207 	20682 	21237 	: 	: 
A,DE2011V,FR031F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15689 	16193 b	16295 	16629 	16003 	16928 	17775 	18395 	19294 	20064 	20875 	22001 	: 	: 
A,DE2011V,FR032F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17293 	18311 b	18744 	18903 	19187 	19521 	20375 	20631 	20914 	21295 	22915 	23434 	: 	: 
A,DE2011V,FR034F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11704 	11949 b	12159 	12323 	12548 	12821 	13469 	14168 	14719 	15220 	15652 	16434 	: 	: 
A,DE2011V,FR035F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13185 	13802 b	14273 	15052 	15958 	16134 	16851 	17467 	18051 	18108 	18260 	18406 	: 	: 
A,DE2011V,FR036F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8191 	7981 b	8097 	8451 	8521 	10313 	10812 	10749 	11088 	11329 	11324 	10053 	: 	: 
A,DE2011V,FR037F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36341 	36946 b	37027 	37414 	38202 	38598 	39139 	39555 	39852 	39880 	41487 	41339 	: 	: 
A,DE2011V,FR038F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16239 	15676 b	16107 	16446 	17025 	17406 	18629 	19168 	19565 	20088 	21100 	22009 	: 	: 
A,DE2011V,FR039F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17094 	16577 b	16425 	16784 	17096 	17365 	19036 	19323 	19316 	19935 	20213 	20674 	: 	: 
A,DE2011V,FR040F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10997 	11169 b	11173 	11428 	11700 	11988 	12381 	12738 	12853 	13075 	13762 	14096 	: 	: 
A,DE2011V,FR042F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16969 	16881 b	17024 	17022 	17224 	17613 	18139 	18245 	18655 	18799 	19489 	20212 	: 	: 
A,DE2011V,FR043F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34123 	34657 b	35116 	35078 	36193 	36954 	37708 	38286 	38905 	38777 	38998 	39587 	: 	: 
A,DE2011V,FR044F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14833 	13925 b	13778 	13891 	14222 	14858 	15959 	16423 	16993 	17368 	17472 	18422 	: 	: 
A,DE2011V,FR045F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11215 	10959 b	11192 	11366 	11796 	12498 	12628 	12891 	13638 	14087 	14168 	14859 	: 	: 
A,DE2011V,FR046F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6626 	10705 b	11000 	10908 	11201 	11148 	11177 	11146 	11316 	11238 	11191 	11306 	: 	: 
A,DE2011V,FR047F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12496 	12540 b	12745 	12996 	13188 	13291 	13704 	14090 	14775 	14980 	15600 	16290 	: 	: 
A,DE2011V,FR048F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15546 	17251 b	17643 	17915 	18089 	18803 	19437 	19677 	19844 	20224 	20421 	20522 	: 	: 
A,DE2011V,FR049F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14498 	14462 b	14549 	14523 	14644 	14772 	14782 	14732 	14473 	14495 	15011 	15135 	: 	: 
A,DE2011V,FR050F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13692 	14020 b	14324 	14824 	15141 	15560 	16011 	16103 	16670 	17016 	17399 	17887 	: 	: 
A,DE2011V,FR052F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6121 	6003 b	5896 	5949 	5988 	6124 	6110 	6196 	6298 	6500 	6515 	6950 	: 	: 
A,DE2011V,FR054F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8667 	8944 b	9212 	9471 	9625 	10033 	10523 	10810 	11270 	11408 	11952 	12246 	: 	: 
A,DE2011V,FR055F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7464 	7479 b	7801 	8119 	8509 	8568 	8968 	9387 	10073 	10304 	10587 	10670 	: 	: 
A,DE2011V,FR056F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3080 	3212 b	3197 	3086 	3284 	3398 	3514 	3713 	3978 	4147 	4349 	4625 	: 	: 
A,DE2011V,FR057F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17543 	17792 b	17819 	18196 	18574 	18473 	18830 	18910 	19260 	19300 	20304 	20398 	: 	: 
A,DE2011V,FR058F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7835 	8313 b	8610 	8740 	9015 	9369 	9802 	10224 	10498 	10724 	10999 	11612 	: 	: 
A,DE2011V,FR060F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2133 	2222 b	2353 	2416 	2382 	2307 	2360 	2422 	2475 	2530 	2771 	2850 	: 	: 
A,DE2011V,FR061F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1883 	1913 b	1985 	2066 	1992 	6157 	6266 	6345 	6446 	6567 	6871 	3235 	: 	: 
A,DE2011V,FR062F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91633 	: 	: 	: 	: 	: 
A,DE2011V,FR063F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16467 	15155 b	15150 	15151 	15231 	14990 	16223 	16558 	16602 	16616 	16591 	16650 	: 	: 
A,DE2011V,FR064F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3282 	3242 b	3221 	3404 	3421 	3550 	3727 	3834 	4060 	4384 	4547 	4837 	: 	: 
A,DE2011V,FR065F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11135 	10658 b	10989 	11169 	11204 	11298 	12706 	12680 	12655 	12751 	12870 	12775 	: 	: 
A,DE2011V,FR068F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7664 	7779 b	7978 	7971 	8154 	8072 	8253 	8460 	8422 	9012 	9142 	9545 	: 	: 
A,DE2011V,FR069F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4807 	5101 b	5282 	5451 	5493 	5696 	5914 	6264 	6608 	7011 	7221 	7621 	: 	: 
A,DE2011V,FR070F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4277 	5690 b	5969 	6043 	6408 	6464 	6647 	6691 	6760 	6989 	7394 	7801 	: 	: 
A,DE2011V,FR071F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10232 	9657 b	9964 	10286 	10572 	10423 	11190 	11542 	11422 	11562 	11592 	11763 	: 	: 
A,DE2011V,FR072F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31061 b	32043 	31985 	32302 	34119 	36741 	40343 	41278 	44607 	45713 	47903 	: 	: 
A,DE2011V,FR073F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15323 b	15508 	15874 	16178 	16036 	17458 	17895 	18210 	18559 	18877 	20214 	: 	: 
A,DE2011V,FR074F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	830 b	870 	912 	1012 	1047 	1119 	1098 	1185 	1162 	1164 	1121 	: 	: 
A,DE2011V,FR075F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5758 	5740 b	5960 	6058 	6138 	6374 	6646 	6857 	7120 	7384 	7781 	8030 	: 	: 
A,DE2011V,FR076F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64561 b	66741 	69422 	71968 	73869 	77909 	79380 	80791 	82531 	87044 	88535 	: 	: 
A,DE2011V,FR077F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12482 b	12648 	12923 	13054 	13187 	14408 	14688 	15329 	16020 	16924 	17216 	: 	: 
A,DE2011V,HR001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	169594 	169744 	170415 	170156 	169897 	169639 	169381 	169123 	168866 e	: 
A,DE2011V,HR002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28690 	28597 	28441 	28202 	27965 	27730 	27496 	27265 	27036 e	: 
A,DE2011V,HR003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24216 	24001 	23897 	23446 	23003 	22569 	22142 	21724 	21314 e	: 
A,DE2011V,HR004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23673 	23585 	23282 	23020 	22761 	22505 	22252 	22002 	21755 e	: 
A,DE2011V,HR005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31498 	31442 	31548 	31419 	31290 	31162 	31034 	30907 	30777 e	: 
A,DE2011V,HR006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14321 	14302 	14283 	14263 	14244 	14224 e	: 
A,DE2011V,HR007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10718 	10666 	10614 	10562 	10510 	10459 e	: 
A,DE2011V,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129365 	137729 	147575 	166481 	183778 	192219 	209370 	: 	: 	: 	: 
A,DE2011V,HU001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59187 	65313 	69046 	72479 	80829 	86849 	91539 	98377 	112041 	126319 	126988 	131116 
A,DE2011V,HU002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1600 	1671 	1774 	1880 	2033 	2146 	2220 	2359 	2741 	3666 	3939 	4083 
A,DE2011V,HU003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3351 	3364 	3925 	4490 	5505 	6290 	6694 	7053 	7516 	8161 	8605 	8387 
A,DE2011V,HU004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3686 	3636 	3778 	3797 	4207 	4567 	5019 	5702 	5824 	6745 	6689 	6982 
A,DE2011V,HU005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4727 	4754 	5109 	5519 	6079 	6601 	6861 	7583 	7911 	9234 	9801 	10624 
A,DE2011V,HU006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9252 	11554 	11870 	12444 	13286 	13847 	13985 	14691 	15294 	16282 	16210 	16633 
A,DE2011V,HU007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1362 	1447 	1511 	1651 	1785 	1981 	2093 	3403 	4444 	5916 	6148 	5315 
A,DE2011V,HU008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1657 	2076 	2128 	2225 	2349 	2517 	2537 	2793 	3548 	3850 	3895 	4101 
A,DE2011V,HU009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1844 	1890 	1984 	2048 	2140 	4303 	2340 	2720 	3538 	4412 	3980 	4481 
A,DE2011V,HU010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	725 	802 	897 	987 	1099 	1198 	1169 	1446 	1685 	2035 	2096 	2540 
A,DE2011V,HU011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	807 	834 	881 	961 	1020 	1064 	1189 	1463 	1707 	1700 	1786 
A,DE2011V,HU012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	898 	918 	942 	1037 	1120 	1158 	1649 	3118 	4108 	3546 	3548 
A,DE2011V,HU013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	964 	994 	1040 	1111 	1151 	1252 	1569 	2198 	2482 	2306 	2656 
A,DE2011V,HU014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	853 	891 	913 	961 	994 	984 	1006 	1118 	1464 	1452 	1406 
A,DE2011V,HU015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	819 	852 	885 	923 	959 	976 	938 	1075 	1247 	1312 	1216 
A,DE2011V,HU016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	606 	642 	672 	705 	774 	784 	892 	1014 	1285 	1225 	1361 
A,DE2011V,HU017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1010 	956 	1015 	1212 	1106 	1118 	1216 	1797 	1830 	1576 	1727 
A,DE2011V,HU018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	527 	596 	699 	811 	1020 	1128 	1424 	1738 	1831 	1581 	2158 
A,DE2011V,HU019F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	669 	745 	839 	872 	970 	1053 	1188 	1392 	1668 	1713 	1810 
A,DE2011V,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	319990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2011V,IE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	159468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2011V,IE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2011V,IE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8747 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2011V,IE004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2011V,IE005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2011V,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160764 b	: 	: 	160758 	: 	124379 e	119775 	116785 	108867 	106815 	109737 e	: 	: 	: 	: 
A,DE2011V,LT001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53009 	: 
A,DE2011V,LT002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10333 	: 
A,DE2011V,LT003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3808 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3142 	: 
A,DE2011V,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	433721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	272305 	: 	251539 	243215 	237113 	231283 	223829 	218433 	: 	213595 	207103 	200927 
A,DE2011V,LV001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	251027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165294 	: 	: 	: 	145694 	142896 	138686 	136088 	134349 	133673 	129059 	125875 
A,DE2011V,LV002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15124 	: 	14189 	13534 	12702 	12241 	11739 	11366 	11040 	10873 	10840 	10461 
A,DE2011V,LV003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12602 	: 	11641 	11234 	10852 	10440 	10035 	9704 	9455 	9414 	9022 	8667 
A,DE2011V,LV004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38629 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22700 	: 	21014 	20298 	19714 	19128 	18506 	17923 	17448 	17381 	16752 	16056 
A,DE2011V,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35911 	41565 	51277 	64206 	80505 	81939 
A,DE2011V,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1445837 	1464954 b	1502519 b	: 	: 	1652086 	1711496 	1788756 	1847475 
A,DE2011V,NL001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	350101 	364249 b	372917 b	: 	: 	418932 	437099 	463876 	480553 
A,DE2011V,NL002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14777 	17803 b	18410 b	: 	: 	20184 	20772 	22070 	23009 
A,DE2011V,NL003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8888 	8853 b	9045 b	: 	: 	9553 	9658 	9972 	10075 
A,DE2011V,NL005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7615 b	7716 b	: 	: 	8585 	8842 	9341 	9563 
